71409,Rembau,Negeri Sembilan,,2.579700,102.102402
88690,Kota Kinabalu,Sabah,,5.976500,116.115799
90703,Sandakan,Sabah,,5.845600,118.057098
93648,Kuching,Sarawak,,1.531000,110.344200
96108,Sarikei,Sarawak,,2.117800,111.521202
50748,Kuala Lumpur,Kuala Lumpur,,3.139000,101.686897
46720,Petaling Jaya,Selangor,,3.107100,101.608299
05582,Alor Setar,Kedah,,6.243400,100.241798
28709,Bentong,Pahang,,3.524900,101.909698
40596,Shah Alam,Selangor,,3.090600,101.529602
43009,Kajang,Selangor,,2.997700,101.786400
93660,Kuching,Sarawak,,1.531000,110.344200
05512,Alor Setar,Kedah,,6.119400,100.367699
50502,Kuala Lumpur,Kuala Lumpur,,3.139000,101.686897
25300,Kuantan,Pahang,,3.809100,103.236298
62518,Putrajaya,Putrajaya,,2.938400,101.703697
62616,Putrajaya,Putrajaya,,2.926400,101.696404
89300,Ranau,Sabah,,5.958900,116.640198
90109,Beluran,Sabah,,5.716800,117.437500
46710,Petaling Jaya,Selangor,,3.107100,101.608299
79513,Nusajaya,Johor,,1.501400,103.643898
80668,Johor Bahru,Johor,,1.463400,103.754700
86600,Paloh,Johor,,2.159300,103.507004
06800,Kota Sarang Semut,Kedah,,5.900800,100.408897
17509,Tanah Merah,Kelantan,,5.807400,102.151001
50802,Kuala Lumpur,Kuala Lumpur,,3.139000,101.686897
25676,Kuantan,Pahang,,3.808700,103.326698
05503,Alor Setar,Kedah,,6.119400,100.367699
25524,Kuantan,Pahang,,3.825000,103.323898
62652,Putrajaya,Putrajaya,,2.923200,101.691498
88660,Kota Kinabalu,Sabah,,5.868700,118.057503
89000,Keningau,Sabah,,5.356100,116.304901
82300,Kukup,Johor,,1.423000,103.442497
50544,Kuala Lumpur,Kuala Lumpur,,3.139000,101.686897
50708,Kuala Lumpur,Kuala Lumpur,,3.139000,101.686897
50928,Kuala Lumpur,Kuala Lumpur,,3.139000,101.686897
75908,Melaka,Melaka,,2.205700,102.256203
91017,Tawau,Sabah,,4.282500,117.914803
93502,Kuching,Sarawak,,1.531000,110.344200
22109,Permaisuri,Terengganu,,5.583700,102.785797
15506,Kota Bharu,Kelantan,,6.122000,102.252296
75514,Melaka,Melaka,,2.205700,102.256203
73100,Johol,Negeri Sembilan,,2.618200,102.270103
10150,Pulau Pinang,Pulau Pinang,,5.406700,100.325897
10760,Pulau Pinang,Pulau Pinang,,5.417900,100.329597
93722,Kuching,Sarawak,,1.531000,110.344200
20668,Kuala Terengganu,Terengganu,,5.311700,103.119904
45200,Sabak Bernam,Selangor,,3.625400,101.059303
08409,Merbok,Kedah,,5.724600,100.368797
50578,Kuala Lumpur,Kuala Lumpur,,3.139000,101.686897
25608,Kuantan,Pahang,,3.802300,101.855797
01578,Kangar,Perlis,,6.445500,100.200203
10560,Pulau Pinang,Pulau Pinang,,5.417900,100.329597
14020,Bukit Mertajam,Pulau Pinang,,5.346500,100.470802
30548,Ipoh,Perak,,4.611700,101.113503
68000,Ampang,Selangor,,3.154900,101.741203
62592,Putrajaya,Putrajaya,,2.926400,101.696404
46786,Petaling Jaya,Selangor,,3.107100,101.608299
05534,Alor Setar,Kedah,,6.119400,100.367699
91014,Tawau,Sabah,,4.282500,117.914803
79612,Nusajaya,Johor,,1.501400,103.643898
71950,Seremban,Negeri Sembilan,,2.698100,101.907501
13210,Kepala Batas,Pulau Pinang,,5.504800,100.428200
20916,Kuala Terengganu,Terengganu,,5.311700,103.119904
05664,Alor Setar,Kedah,,6.119400,100.367699
50988,Kuala Lumpur,Kuala Lumpur,,3.142800,101.690201
77200,Jasin,Melaka,,2.384900,102.210098
70450,Seremban,Negeri Sembilan,,2.772400,101.940201
01518,Kangar,Perlis,,6.445500,100.200203
01634,Kangar,Perlis,,6.445500,100.200203
88817,Kota Kinabalu,Sabah,,5.976500,116.115799
16010,Kota Bharu,Kelantan,,6.006400,102.218002
91011,Tawau,Sabah,,4.282500,117.914803
93556,Kuching,Sarawak,,1.531000,110.344200
20556,Kuala Terengganu,Terengganu,,5.311700,103.119904
50608,Kuala Lumpur,Kuala Lumpur,,3.146500,101.663597
75730,Melaka,Melaka,,2.205700,102.256203
73200,Gemencheh,Negeri Sembilan,,2.621300,102.311302
25626,Kuantan,Pahang,,3.825000,103.323898
31300,Kampung Kepayang,Perak,,4.559500,101.067299
93710,Kuching,Sarawak,,1.531000,110.344200
75600,Melaka,Melaka,,2.205700,102.256203
30740,Ipoh,Perak,,4.611700,101.113503
34250,Tanjong Piandang,Perak,,4.901100,100.573097
88540,Kota Kinabalu,Sabah,,5.976500,116.115799
80730,Johor Bahru,Johor,,1.463400,103.754700
26640,Pekan,Pahang,,3.540100,103.253197
10626,Pulau Pinang,Pulau Pinang,,5.417900,100.329597
80350,Johor Bahru,Johor,,1.538800,103.701202
50790,Kuala Lumpur,Kuala Lumpur,,3.139000,101.686897
13600,Perai,Pulau Pinang,,5.376900,100.384804
05502,Alor Setar,Kedah,,6.119400,100.367699
25518,Kuantan,Pahang,,3.825000,103.323898
95900,Lubok Antu,Sarawak,,1.254800,111.677101
79150,Nusajaya,Johor,,1.496800,103.652397
50931,Kuala Lumpur,Kuala Lumpur,,3.139000,101.686897
01672,Kangar,Perlis,,6.445500,100.200203
30720,Ipoh,Perak,,4.611700,101.113503
88819,Kota Kinabalu,Sabah,,5.976500,116.115799
46976,Petaling Jaya,Selangor,,3.107100,101.608299
93712,Kuching,Sarawak,,1.531000,110.344200
62519,Putrajaya,Putrajaya,,2.926400,101.696404
01644,Kangar,Perlis,,6.437400,100.193398
93990,Kuching,Sarawak,,1.531000,110.344200
50592,Kuala Lumpur,Kuala Lumpur,,3.139000,101.686897
75050,Melaka,Melaka,,2.199300,102.268501
77009,Jasin,Melaka,,2.304800,102.425797
73430,Pusat Bandar Palong,Negeri Sembilan,,2.718400,102.576500
02500,Kangar,Perlis,,6.411300,100.237099
89058,Kudat,Sabah,,6.828500,116.724098
21810,Ajil,Terengganu,,5.017800,103.133904
05505,Alor Setar,Kedah,,6.119400,100.367699
05578,Alor Setar,Kedah,,6.119400,100.367699
06300,Kuala Nerang,Kedah,,6.146100,100.583298
75760,Melaka,Melaka,,2.205700,102.256203
26050,Bukit Goh,Pahang,,3.779300,102.910599
20674,Kuala Terengganu,Terengganu,,5.311700,103.119904
05580,Alor Setar,Kedah,,6.243400,100.241798
50943,Kuala Lumpur,Kuala Lumpur,,3.139000,101.686897
30614,Ipoh,Perak,,4.360000,100.972504
93566,Kuching,Sarawak,,1.531000,110.344200
96009,Sibu,Sarawak,,2.310000,111.839996
16600,Pulai Chondong,Kelantan,,5.890800,102.237602
72507,Kuala Pilah,Negeri Sembilan,,2.749000,102.250198
21030,Kuala Terengganu,Terengganu,,5.345100,103.104698
89748,Kuala Penyu,Sabah,,5.491400,115.549103
17507,Tanah Merah,Kelantan,,5.807400,102.151001
75582,Melaka,Melaka,,2.211500,102.255898
75604,Melaka,Melaka,,2.216600,102.266899
25584,Kuantan,Pahang,,3.825000,103.323898
26680,Pekan,Pahang,,3.298700,103.334099
62526,Putrajaya,Putrajaya,,2.926400,101.696404
88823,Kota Kinabalu,Sabah,,5.976500,116.115799
98857,Lawas,Sarawak,,4.821100,115.427399
