53100,Khana Nau,Lahore,,31.369200,74.365303
55110,Mustafabad,Lahore,,31.550301,74.364700
10491,Asif Abad,Federal Capial &AJK,,32.166698,73.074097
14101,Jaglot Tangir,Federal Capial &AJK,,35.400002,73.833298
29110,Tribal Textile Mills,NWFP Peshawar,,30.994900,72.109398
29421,Tijori,NWFP Peshawar,,32.258900,70.531700
45900,Rewat,Federal Capial &AJK,,33.475800,73.010002
50330,B.G.Pur,Norhern Punajb Rawalpindi,,32.793400,73.458000
69000,Mirpur Khas G.P.O,Hyderabad,,28.443600,69.345802
72071,Ghulam Rasool Arain,Hyderabad,,25.066700,68.783096
73050,Sujawal,Hyderabad,,24.600000,68.083298
77410,Mena,Hyderabad,,24.955601,69.080597
24461,Hikmatabad,NWFP Peshawar,,33.970600,71.611000
35351,Thatta Mohd Shah,Lahore,,31.566099,72.646103
49301,Kalra,Norhern Punajb Rawalpindi,,32.328300,72.635803
50910,Daulat Nagar,Norhern Punajb Rawalpindi,,32.747200,74.083298
57111,Chak Dhapai,Lahore,,30.416700,73.333298
61231,Chelle Wahan,Lahore,,29.717199,72.132599
52400,Aroop,Lahore,,32.233299,74.241699
84500,Rakhni,Balochisan,,30.049999,69.916702
10460,Dhamawa,Federal Capial &AJK,,32.166698,73.074097
12251,Dothan,Federal Capial &AJK,,33.813900,73.851402
26291,Arawali Fort,NWFP Peshawar,,33.705799,70.328300
29180,Kiri Khaisor,NWFP Peshawar,,30.994900,72.109398
43451,Bhangi,Norhern Punajb Rawalpindi,,33.909199,72.500801
49400,Dina,Norhern Punajb Rawalpindi,,33.033298,73.599998
68330,Khipro,Hyderabad,,25.616699,69.416702
19120,Charbagh,NWFP Peshawar,,34.836700,72.441902
46300,Satellite Town,Norhern Punajb Rawalpindi,,33.633301,73.066704
51230,Maraki Wal,Lahore,,32.722198,74.417000
65031,Langho,Hyderabad,,28.216700,69.716698
67010,Kotri Kabir,Hyderabad,,27.343300,68.482803
67111,Malak,Hyderabad,,30.765600,67.336899
11201,Mandhether,Federal Capial &AJK,,34.226398,73.111099
51330,Kotli Behram,Lahore,,32.431900,74.306000
66080,F.S. Mills Gambat,Hyderabad,,28.319401,69.119904
52461,Kotli Nawab,Lahore,,32.049999,74.343102
62110,Dunga Bunga,Souhern Punajb Mulan,,29.750000,73.250000
21060,Kuza Banda,NWFP Peshawar,,34.634701,73.004204
22220,Tharyati,NWFP Peshawar,,34.161098,73.375000
29170,Bilot,NWFP Peshawar,,32.255600,71.161400
40050,Chak 46 S.B.,Norhern Punajb Rawalpindi,,31.069599,71.703903
49700,Sanghoi,Norhern Punajb Rawalpindi,,32.866699,73.599998
52061,Dharo Wal,Lahore,,31.789900,72.716400
63021,Chak 181/M,Souhern Punajb Mulan,,29.424999,71.848900
67040,Aqil Shah,Hyderabad,,27.343300,68.482803
87300,Quetta G.P.O.,Balochisan,,30.015600,67.015999
85200,Zhob,Balochisan,,31.342199,69.448601
95050,Nok Kundi,Balochisan,,28.819700,62.764999
