L-5653,Mondorf-Les-Bains,,,49.505001,6.281100
L-5864,Fentange,,,49.562801,6.153900
L-9375,Gralingen,,,49.936901,6.101700
L-1468,Luxembourg,,,49.611698,6.130000
L-2425,Howald,,,49.611698,6.130000
L-4414,Soleuvre,,,49.525600,5.940600
L-5334,Moutfort,,,49.585300,6.255600
L-8270,Mamer,,,49.627499,6.023300
L-8356,Garnich,,,49.616699,5.952500
L-1341,Luxembourg,,,49.611698,6.130000
L-5299,Schrassig,,,49.605801,6.258900
L-6633,Wasserbillig,,,49.709999,6.500300
L-7348,Heisdorf,,,49.676899,6.123900
L-6673,Mertert,,,49.696098,6.481400
L-8249,Mamer,,,49.627499,6.023300
L-1818,Howald,,,49.611698,6.130000
L-2549,Luxembourg,,,49.611698,6.130000
L-5522,Remich,,,49.544998,6.366900
L-6184,Gonderange,,,49.688900,6.248300
L-6638,Wasserbillig,,,49.709999,6.500300
L-3282,Bettembourg,,,49.518600,6.102800
L-6478,Echternach,,,49.805599,6.422200
L-7612,Larochette,,,49.776901,6.221100
L-8287,Kehlen,,,49.668301,6.035800
L-6663,Boursdorf,,,49.758099,6.478600
L-7336,Steinsel,,,49.676899,6.123900
L-4222,Esch-Sur-Alzette,,,49.495800,5.980600
L-4401,Belvaux,,,49.512798,5.929400
L-4913,Hautcharage,,,49.577499,5.910800
L-5723,Aspelt,,,49.522800,6.224700
L-3729,Rumelange,,,49.460800,6.033100
L-5556,Remich,,,49.544998,6.366900
L-2671,Luxembourg,,,49.611698,6.130000
L-2958,Luxembourg,,,49.611698,6.130000
L-4551,Differdange,,,49.524200,5.891400
L-6774,Grevenmacher,,,49.674702,6.441900
L-5659,Mondorf-Les-Bains,,,49.505001,6.281100
L-9051,Ettelbruck,,,49.847500,6.104200
L-3239,Bettembourg,,,49.518600,6.102800
L-4636,Differdange,,,49.524200,5.891400
L-4754,Petange,,,49.558300,5.880600
L-5324,Contern,,,49.581902,6.226700
L-1009,Luxembourg,,,49.611698,6.130000
L-6912,Roodt-Sur-Syre,,,49.662498,6.302800
L-7558,Rollingen,,,49.741699,6.114400
L-8139,Bridel,,,49.658298,6.082200
L-2510,Strassen,,,49.620602,6.073300
L-3725,Rumelange,,,49.460800,6.033100
L-4121,Esch-Sur-Alzette,,,49.495800,5.980600
L-6870,Wecker,,,49.691399,6.388300
L-2538,Luxembourg,,,49.611698,6.130000
L-4844,Rodange,,,49.546398,5.840800
L-7380,Lorentzweiler,,,49.694698,6.142500
L-9364,Keiwelbach,,,49.836899,6.236300
L-1450,Luxembourg,,,49.611698,6.130000
L-2113,Luxembourg,,,49.611698,6.130000
L-3705,Tetange,,,49.475800,6.042200
L-8294,Keispelt,,,49.694401,6.069400
L-9083,Ettelbruck,,,49.847500,6.104200
L-2718,Luxembourg,,,49.611698,6.130000
L-3428,Dudelange,,,49.480598,6.087500
L-4065,Esch-Sur-Alzette,,,49.495800,5.980600
L-8036,Strassen,,,49.620602,6.073300
L-9992,Weiswampach,,,50.137199,6.075000
L-5241,Sandweiler,,,49.613300,6.218900
L-5499,Dreiborn,,,49.617199,6.393900
L-5862,Hesperange,,,49.568100,6.151400
L-7780,Bissen,,,49.787498,6.069400
L-2144,Luxembourg,,,49.611698,6.130000
L-9454,Fouhren,,,49.915600,6.196100
L-1543,Luxembourg,,,49.611698,6.130000
L-4603,Differdange,,,49.524200,5.891400
L-4753,Petange,,,49.558300,5.880600
L-6370,Haller,,,49.812500,6.282500
L-2998,Luxembourg,,,49.611698,6.130000
L-4569,Differdange,,,49.524200,5.891400
L-4716,Petange,,,49.558300,5.880600
L-7553,Mersch,,,49.748901,6.106100
L-3591,Dudelange,,,49.480598,6.087500
L-3733,Rumelange,,,49.460800,6.033100
L-5682,Dalheim,,,49.540798,6.259700
L-6240,Graulinster,,,49.734699,6.287200
L-1118,Luxembourg,,,49.611698,6.130000
L-3879,Schifflange,,,49.506401,6.012800
L-4263,Esch-Sur-Alzette,,,49.495800,5.980600
L-4837,Rodange,,,49.546398,5.840800
L-6784,Grevenmacher,,,49.674702,6.441900
L-7303,Steinsel,,,49.676899,6.123900
L-4220,Esch-Sur-Alzette,,,49.495800,5.980600
L-6716,Grevenmacher,,,49.674702,6.441900
L-7766,Bissen,,,49.787498,6.069400
L-2019,Luxembourg,,,49.611698,6.130000
L-4022,Esch-Sur-Alzette,,,49.495800,5.980600
L-4332,Esch-Sur-Alzette,,,49.495800,5.980600
L-4678,Differdange,,,49.524200,5.891400
L-8214,Mamer,,,49.627499,6.023300
L-8240,Mamer,,,49.627499,6.023300
L-9153,Dirbach,,,49.921101,6.038300
L-3231,Bettembourg,,,49.518600,6.102800
L-4490,Belvaux,,,49.512798,5.929400
L-4876,Lamadelaine,,,49.546398,5.856400
L-6755,Grevenmacher,,,49.674702,6.441900
L-3770,Tetange,,,49.475800,6.042200
L-6431,Echternach,,,49.805599,6.422200
L-9259,Diekirch,,,49.867802,6.155800
L-1721,Luxembourg,,,49.611698,6.130000
L-3416,Dudelange,,,49.480598,6.087500
L-3815,Schifflange,,,49.506401,6.012800
L-6685,Mertert,,,49.696098,6.481400
L-3279,Bettembourg,,,49.518600,6.102800
L-5811,Fentange,,,49.562801,6.153900
L-6118,Junglinster,,,49.707199,6.253100
L-6310,Beaufort,,,49.835800,6.291700
L-6471,Echternach,,,49.805599,6.422200
L-6794,Grevenmacher,,,49.674702,6.441900
L-1454,Luxembourg,,,49.611698,6.130000
L-4643,Differdange,,,49.524200,5.891400
L-4826,Rodange,,,49.546398,5.840800
L-5976,Itzig,,,49.584202,6.173600
L-3412,Dudelange,,,49.480598,6.087500
L-5240,Sandweiler,,,49.613300,6.218900
L-6976,Oberanven,,,49.653599,6.241100
L-8838,Wahl,,,49.836700,5.906400
L-6687,Mertert,,,49.696098,6.481400
L-9065,Ettelbruck,,,49.847500,6.104200
L-9378,Diekirch,,,49.867802,6.155800
L-2268,Luxembourg,,,49.611698,6.130000
L-3655,Kayl,,,49.489201,6.039700
L-4591,Differdange,,,49.524200,5.891400
L-4721,Petange,,,49.558300,5.880600
L-4665,Differdange,,,49.524200,5.891400
L-5760,Hassel,,,49.548599,6.209200
L-1346,Luxembourg,,,49.611698,6.130000
L-2155,Luxembourg,,,49.611698,6.130000
L-3842,Schifflange,,,49.506401,6.012800
L-4463,Soleuvre,,,49.525600,5.940600
L-3236,Bettembourg,,,49.518600,6.102800
L-3919,Mondercange,,,49.533100,5.988300
L-4947,Bascharage,,,49.567501,5.910300
L-9146,Erpeldange,,,49.881302,6.014700
L-8215,Mamer,,,49.627499,6.023300
L-8501,Redange-Sur-Attert,,,49.765598,5.890800
L-2344,Luxembourg,,,49.611698,6.130000
L-3249,Bettembourg,,,49.518600,6.102800
L-4935,Hautcharage,,,49.577499,5.910800
L-5827,Hesperange,,,49.568100,6.151400
L-8307,Kleinbettingen,,,49.646400,5.916400
L-1461,Luxembourg,,,49.611698,6.130000
L-3830,Schifflange,,,49.506401,6.012800
L-4948,Bascharage,,,49.567501,5.910300
L-7593,Beringen,,,49.758301,6.116900
L-5837,Fentange,,,49.562801,6.153900
L-7379,Lorentzweiler,,,49.694698,6.142500
L-8822,Kuborn,,,49.870602,5.903100
L-3880,Schifflange,,,49.506401,6.012800
L-4040,Esch-Sur-Alzette,,,49.495800,5.980600
L-4466,Soleuvre,,,49.525600,5.940600
L-7340,Heisdorf,,,49.676899,6.123900
L-1832,Luxembourg,,,49.611698,6.130000
L-4581,Differdange,,,49.524200,5.891400
L-5551,Remich,,,49.544998,6.366900
L-5627,Mondorf-Les-Bains,,,49.505001,6.281100
L-3857,Schifflange,,,49.506401,6.012800
L-4411,Soleuvre,,,49.525600,5.940600
L-5631,Mondorf-Les-Bains,,,49.505001,6.281100
L-9574,Wiltz,,,49.968899,5.931900
L-6961,Senningen,,,49.641899,6.239400
L-9440,Vianden,,,49.935001,6.208900
L-9651,Eschweiler,,,49.997799,5.948900
L-1018,Luxembourg,,,49.611698,6.130000
L-2932,Luxembourg,,,49.611698,6.130000
L-4918,Bascharage,,,49.567501,5.910300
L-6255,Zittig,,,49.738899,6.345000
L-6986,Oberanven,,,49.653599,6.241100
L-7613,Larochette,,,49.776901,6.221100
L-1124,Luxembourg,,,49.611698,6.130000
L-1365,Luxembourg,,,49.611698,6.130000
L-5535,Remich,,,49.544998,6.366900
L-6452,Echternach,,,49.805599,6.422200
L-1115,Luxembourg,,,49.611698,6.130000
L-2991,Luxembourg,,,49.611698,6.130000
L-8529,Ehner,,,49.717499,5.950000
L-9182,Scheidel,,,49.893600,6.044700
L-4943,Hautcharage,,,49.577499,5.910800
L-6838,Hagelsdorf,,,49.687801,6.365600
L-6978,Hostert (Niederanven),,,49.655701,6.236400
L-8090,Bertrange,,,49.611099,6.050000
L-8234,Mamer,,,49.627499,6.023300
L-9907,Troisvierges,,,50.121101,6.000300
L-1348,Luxembourg,,,49.611698,6.130000
L-1724,Luxembourg,,,49.611698,6.130000
L-3402,Dudelange,,,49.480598,6.087500
L-4334,Esch-Sur-Alzette,,,49.495800,5.980600
L-3612,Kayl,,,49.489201,6.039700
L-1148,Luxembourg,,,49.611698,6.130000
L-1639,Luxembourg,,,49.611698,6.130000
L-3513,Dudelange,,,49.480598,6.087500
L-6921,Roodt-Sur-Syre,,,49.662498,6.302800
L-7514,Mersch,,,49.748901,6.106100
L-9411,Vianden,,,49.935200,6.201100
L-1518,Luxembourg,,,49.611698,6.130000
L-2314,Luxembourg,,,49.611698,6.130000
L-3726,Rumelange,,,49.460800,6.033100
L-4676,Differdange,,,49.524200,5.891400
L-4919,Bascharage,,,49.567501,5.910300
L-6572,Osweiler,,,49.778900,6.441400
L-9359,Bettendorf,,,49.876701,6.218100
L-2340,Luxembourg,,,49.611698,6.130000
L-3549,Dudelange,,,49.480598,6.087500
L-5426,Greiveldange,,,49.583900,6.359200
L-7257,Walferdange,,,49.658298,6.137200
L-6496,Echternach,,,49.805599,6.422200
L-9532,Wiltz,,,49.968899,5.931900
L-9017,Ettelbruck,,,49.847500,6.104200
L-2551,Luxembourg,,,49.607300,6.110400
L-4714,Petange,,,49.558300,5.880600
L-6497,Echternach,,,49.805599,6.422200
L-6570,Osweiler,,,49.778900,6.441400
L-1413,Luxembourg,,,49.611698,6.130000
L-1929,Luxembourg,,,49.611698,6.130000
L-4927,Hautcharage,,,49.577499,5.910800
L-5539,Remich,,,49.544998,6.366900
L-5829,Alzingen,,,49.564999,6.163600
L-6790,Grevenmacher,,,49.674702,6.441900
L-5617,Mondorf-Les-Bains,,,49.505001,6.281100
L-1138,Luxembourg,,,49.611698,6.130000
L-1212,Luxembourg,,,49.611698,6.130000
L-3261,Bettembourg,,,49.518600,6.102800
L-5407,Bous,,,49.553902,6.329200
L-1349,Luxembourg,,,49.611698,6.130000
L-6448,Echternach,,,49.805599,6.422200
L-7234,Helmsange,,,49.652802,6.141400
L-9129,Schieren,,,49.830601,6.098600
L-5817,Fentange,,,49.562801,6.153900
L-9055,Ettelbruck,,,49.847500,6.104200
L-8024,Strassen,,,49.620602,6.073300
L-8160,Bridel,,,49.658298,6.082200
L-1463,Luxembourg,,,49.611698,6.130000
L-3372,Leudelange,,,49.568298,6.065300
L-4737,Petange,,,49.558300,5.880600
L-4750,Petange,,,49.558300,5.880600
L-2355,Luxembourg,,,49.611698,6.130000
L-3583,Dudelange,,,49.480598,6.087500
L-4758,Petange,,,49.558300,5.880600
L-8301,Cap,,,49.644402,5.984400
L-4041,Esch-Sur-Alzette,,,49.495800,5.980600
L-4435,Soleuvre,,,49.525600,5.940600
L-4976,Bettange-Sur-Mess,,,49.575802,5.983900
L-4984,Sanem,,,49.548100,5.928900
L-1233,Luxembourg,,,49.611698,6.130000
L-2085,Luxembourg,,,49.611698,6.130000
L-2565,Luxembourg,,,49.611698,6.130000
L-3427,Dudelange,,,49.480598,6.087500
L-8533,Elvange (Beckerich),,,49.724701,5.917800
L-6117,Junglinster,,,49.707199,6.253100
L-6971,Hostert (Niederanven),,,49.655701,6.236400
L-8279,Holzem,,,49.616402,5.990300
L-8368,Hagen,,,49.649399,5.931700
L-9047,Ettelbruck,,,49.847500,6.104200
L-3761,Tetange,,,49.475800,6.042200
L-3768,Tetange,,,49.475800,6.042200
L-5416,Ehnen,,,49.599701,6.387800
L-8351,Dahlem,,,49.602200,5.948300
L-1924,Luxembourg,,,49.611698,6.130000
L-5450,Stadtbredimus,,,49.565601,6.364200
L-8020,Strassen,,,49.620602,6.073300
L-8410,Steinfort,,,49.661400,5.919200
L-9711,Clervaux,,,50.054699,6.031400
L-9960,Hoffelt,,,50.099701,5.923300
L-1623,Luxembourg,,,49.611698,6.130000
L-2261,Luxembourg,,,49.611698,6.130000
L-3859,Schifflange,,,49.506401,6.012800
L-4795,Linger,,,49.565800,5.886700
L-2920,Luxembourg,,,49.611698,6.130000
L-8029,Strassen,,,49.620602,6.073300
L-9186,Stegen,,,49.830002,6.171900
L-9226,Diekirch,,,49.867802,6.155800
L-9201,Diekirch,,,49.867802,6.155800
L-2518,Luxembourg,,,49.611698,6.130000
L-3275,Bettembourg,,,49.518600,6.102800
L-6170,Godbrange,,,49.728901,6.231900
L-7251,Helmsange,,,49.652802,6.141400
L-6436,Echternach,,,49.805599,6.422200
L-6762,Grevenmacher,,,49.674702,6.441900
L-9533,Wiltz,,,49.968899,5.931900
L-1228,Howald,,,49.611698,6.130000
L-3362,Leudelange,,,49.568298,6.065300
L-3788,Tetange,,,49.475800,6.042200
L-5239,Sandweiler,,,49.613300,6.218900
L-7614,Larochette,,,49.776901,6.221100
L-8135,Bridel,,,49.658298,6.082200
L-9558,Wiltz,,,49.968899,5.931900
L-2166,Luxembourg,,,49.611698,6.130000
L-7215,Bereldange,,,49.656898,6.127500
L-7261,Helmsange,,,49.652802,6.141400
L-7473,Schoenfels,,,49.718899,6.092200
L-2115,Luxembourg,,,49.611698,6.130000
L-4340,Esch-Sur-Alzette,,,49.495800,5.980600
L-8451,Steinfort,,,49.661400,5.919200
L-8551,Noerdange,,,49.742199,5.926100
L-3939,Mondercange,,,49.533100,5.988300
L-7502,Mersch,,,49.748901,6.106100
L-9753,Heinerscheid,,,50.096100,6.088100
L-1429,Luxembourg,,,49.611698,6.130000
L-1882,Luxembourg,,,49.611698,6.130000
L-1942,Luxembourg,,,49.611698,6.130000
L-6712,Grevenmacher,,,49.674702,6.441900
L-6950,Olingen,,,49.676102,6.315600
L-7238,Walferdange,,,49.658298,6.137200
L-7253,Walferdange,,,49.658298,6.137200
L-3523,Dudelange,,,49.480598,6.087500
L-5531,Remich,,,49.547798,6.358900
L-5717,Aspelt,,,49.522800,6.224700
L-6189,Gonderange,,,49.688900,6.248300
L-9912,Troisvierges,,,50.121101,6.000300
L-1321,Luxembourg,,,49.611698,6.130000
L-3710,Rumelange,,,49.460800,6.033100
L-4696,Lasauvage,,,49.525002,5.837500
L-8376,Kahler,,,49.631401,5.917800
L-9906,Troisvierges,,,50.121101,6.000300
L-2211,Luxembourg,,,49.611698,6.130000
L-3326,Crauthem,,,49.535599,6.146900
L-4575,Differdange,,,49.524200,5.891400
L-8424,Steinfort,,,49.661400,5.919200
L-4060,Esch-Sur-Alzette,,,49.495800,5.980600
L-4998,Sprinkange,,,49.582500,5.956400
L-7464,Moesdorf (Mersch),,,49.758301,6.116900
L-5370,Schuttrange,,,49.620602,6.268600
L-6120,Junglinster,,,49.707199,6.253100
L-8264,Mamer,,,49.627499,6.023300
L-9171,Michelau,,,49.900002,6.091900
L-1522,Luxembourg,,,49.611698,6.130000
